job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python,skills_sql,skills_ml,skills_deep_learning,skills_cloud,salary,hiring_urgency,job_openings,kkni_level_mapped,kkni_label,skill_list,skill_count,edu_level
7750,Data Analyst,MNC,E-commerce,Singapore,Onsite,Senior,5,PhD,1,1,1,1,1,155471,High,8,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S3
7751,AI Engineer,Medium,Technology,USA,Onsite,Entry,5,Master,1,1,1,1,0,118413,High,3,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning']",4,S2
7752,Data Engineer,Medium,E-commerce,India,Remote,Entry,0,PhD,1,0,0,1,1,75197,Low,4,5,Teknisi/Analis Muda,"['python', 'deep learning', 'cloud']",3,S3
7753,Business Analyst,Startup,Healthcare,India,Hybrid,Entry,4,Master,1,0,1,1,1,86812,High,2,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning', 'cloud']",4,S2
7754,AI Engineer,Medium,Healthcare,Germany,Remote,Senior,8,PhD,0,0,0,0,1,148454,Medium,2,7,Ahli Pertama / Perdana,['cloud'],1,S3
7755,Business Analyst,MNC,Education,UK,Hybrid,Entry,8,Bachelor,1,1,1,0,0,89950,High,9,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning']",3,S1
7756,Data Engineer,Startup,E-commerce,Singapore,Hybrid,Senior,1,Master,1,1,1,1,1,136633,High,1,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S2
7757,Data Analyst,Startup,Retail,Australia,Remote,Entry,6,PhD,0,0,1,0,0,65325,Low,4,5,Teknisi/Analis Muda,['machine learning'],1,S3
7758,AI Engineer,Enterprise,Education,Germany,Remote,Entry,6,Master,1,1,0,1,0,102533,Low,1,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning']",3,S2
7759,Data Engineer,MNC,Finance,India,Remote,Mid,2,Master,1,0,0,1,0,105894,Low,4,6,Teknisi/Analis Madya,"['python', 'deep learning']",2,S2
7760,AI Engineer,Medium,Education,Canada,Onsite,Entry,3,Master,0,1,1,1,1,126394,High,3,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S2
7761,Data Scientist,Startup,Finance,Australia,Remote,Entry,6,PhD,0,0,1,1,0,75071,High,3,5,Teknisi/Analis Muda,"['machine learning', 'deep learning']",2,S3
7762,AI Engineer,Enterprise,Finance,India,Onsite,Entry,0,PhD,0,0,0,0,0,85594,Low,5,5,Teknisi/Analis Muda,[],0,S3
7763,Data Engineer,MNC,Finance,USA,Onsite,Mid,10,Bachelor,0,0,1,1,1,134544,High,1,6,Teknisi/Analis Madya,"['machine learning', 'deep learning', 'cloud']",3,S1
7764,Data Engineer,Startup,E-commerce,Singapore,Hybrid,Senior,13,PhD,1,0,1,0,0,115553,Medium,6,7,Ahli Pertama / Perdana,"['python', 'machine learning']",2,S3
7765,Business Analyst,Medium,Retail,Canada,Remote,Senior,14,Bachelor,1,0,0,1,1,125978,Medium,5,7,Ahli Pertama / Perdana,"['python', 'deep learning', 'cloud']",3,S1
7766,Data Analyst,Startup,E-commerce,Australia,Remote,Mid,9,Master,0,1,1,0,0,93594,High,8,6,Teknisi/Analis Madya,"['sql', 'machine learning']",2,S2
7767,AI Engineer,Startup,Healthcare,Canada,Onsite,Senior,12,Master,0,1,0,0,1,148610,High,7,7,Ahli Pertama / Perdana,"['sql', 'cloud']",2,S2
7768,Machine Learning Engineer,Startup,E-commerce,USA,Onsite,Mid,0,Bachelor,1,0,0,0,0,113541,Low,1,6,Teknisi/Analis Madya,['python'],1,S1
7769,Data Analyst,Enterprise,Technology,UK,Onsite,Senior,11,Master,1,0,1,0,1,129708,Medium,6,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'cloud']",3,S2
7770,Data Engineer,Medium,Finance,UK,Onsite,Entry,1,Master,0,1,0,1,0,67681,Low,4,5,Teknisi/Analis Muda,"['sql', 'deep learning']",2,S2
7771,Business Analyst,Medium,Education,UK,Onsite,Mid,11,PhD,1,0,1,0,1,99678,Medium,4,6,Teknisi/Analis Madya,"['python', 'machine learning', 'cloud']",3,S3
7772,Data Scientist,MNC,Finance,India,Onsite,Entry,13,Master,1,0,0,1,1,96938,Medium,6,5,Teknisi/Analis Muda,"['python', 'deep learning', 'cloud']",3,S2
7773,Data Analyst,Startup,E-commerce,USA,Remote,Entry,4,Master,0,1,1,1,1,90022,High,1,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S2
7774,AI Engineer,Enterprise,Education,UK,Onsite,Entry,5,PhD,0,1,0,0,0,85182,Low,1,5,Teknisi/Analis Muda,['sql'],1,S3
7775,Data Analyst,MNC,Healthcare,Germany,Onsite,Senior,14,Bachelor,0,1,1,1,0,147927,High,4,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning']",3,S1
7776,Data Scientist,MNC,Finance,USA,Remote,Entry,5,Master,1,1,0,1,0,85775,High,7,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning']",3,S2
7777,Data Engineer,Startup,Healthcare,UK,Hybrid,Mid,3,Master,0,1,0,1,1,99272,High,7,6,Teknisi/Analis Madya,"['sql', 'deep learning', 'cloud']",3,S2
7778,Business Analyst,Medium,Education,Singapore,Remote,Senior,13,Master,1,0,0,1,1,122553,High,8,7,Ahli Pertama / Perdana,"['python', 'deep learning', 'cloud']",3,S2
7779,AI Engineer,Startup,Retail,India,Hybrid,Entry,12,Master,1,1,1,1,1,127911,High,4,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S2
7780,Data Engineer,Medium,Finance,UK,Remote,Mid,6,Bachelor,0,1,1,1,1,116392,High,9,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S1
7781,Data Analyst,Startup,E-commerce,Germany,Remote,Mid,8,PhD,0,0,0,1,1,98820,Medium,4,6,Teknisi/Analis Madya,"['deep learning', 'cloud']",2,S3
7782,AI Engineer,MNC,Retail,India,Onsite,Mid,4,Master,1,0,1,1,1,174945,High,8,6,Teknisi/Analis Madya,"['python', 'machine learning', 'deep learning', 'cloud']",4,S2
7783,Business Analyst,MNC,Healthcare,India,Hybrid,Senior,6,Bachelor,1,1,1,0,1,147026,Low,4,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'cloud']",4,S1
7784,Data Analyst,Medium,Healthcare,Canada,Hybrid,Senior,14,Bachelor,0,0,1,1,1,143553,High,4,7,Ahli Pertama / Perdana,"['machine learning', 'deep learning', 'cloud']",3,S1
7785,Data Analyst,Startup,Education,UK,Hybrid,Senior,4,Master,0,0,1,1,1,143810,High,2,7,Ahli Pertama / Perdana,"['machine learning', 'deep learning', 'cloud']",3,S2
7786,Data Scientist,MNC,Healthcare,Germany,Onsite,Mid,4,Bachelor,0,0,0,1,0,107353,High,7,6,Teknisi/Analis Madya,['deep learning'],1,S1
7787,Business Analyst,Medium,Education,Australia,Hybrid,Mid,9,PhD,0,1,1,1,1,114470,High,8,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S3
7788,Data Engineer,MNC,Healthcare,India,Onsite,Mid,11,PhD,1,1,0,1,0,109411,Medium,3,6,Teknisi/Analis Madya,"['python', 'sql', 'deep learning']",3,S3
7789,Data Scientist,Startup,Healthcare,India,Remote,Entry,2,PhD,1,0,0,1,0,60446,Low,1,5,Teknisi/Analis Muda,"['python', 'deep learning']",2,S3
7790,AI Engineer,Medium,Healthcare,Singapore,Remote,Senior,8,Bachelor,1,0,0,1,0,155049,Medium,2,7,Ahli Pertama / Perdana,"['python', 'deep learning']",2,S1
7791,Data Scientist,Medium,Technology,UK,Remote,Entry,4,PhD,1,0,1,1,1,87536,High,8,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning', 'cloud']",4,S3
7792,Machine Learning Engineer,MNC,Technology,Germany,Remote,Mid,6,Master,1,1,0,0,1,141432,Low,6,6,Teknisi/Analis Madya,"['python', 'sql', 'cloud']",3,S2
7793,Data Analyst,Medium,Healthcare,Canada,Hybrid,Entry,12,Bachelor,0,0,1,0,1,73290,High,8,5,Teknisi/Analis Muda,"['machine learning', 'cloud']",2,S1
7794,Data Scientist,Startup,Retail,Australia,Onsite,Mid,13,Bachelor,1,0,1,1,0,101147,High,7,6,Teknisi/Analis Madya,"['python', 'machine learning', 'deep learning']",3,S1
7795,Business Analyst,MNC,Technology,UK,Remote,Entry,9,PhD,1,0,1,0,0,88476,Medium,6,5,Teknisi/Analis Muda,"['python', 'machine learning']",2,S3
7796,AI Engineer,MNC,Finance,UK,Hybrid,Mid,7,Master,0,1,1,0,1,162071,Low,6,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'cloud']",3,S2
7797,Data Scientist,MNC,E-commerce,Singapore,Hybrid,Mid,12,Bachelor,0,1,0,0,1,106321,High,7,6,Teknisi/Analis Madya,"['sql', 'cloud']",2,S1
7798,Data Scientist,MNC,E-commerce,UK,Onsite,Entry,11,Master,1,1,0,0,0,71802,Medium,3,5,Teknisi/Analis Muda,"['python', 'sql']",2,S2
7799,AI Engineer,MNC,Finance,Australia,Remote,Mid,8,PhD,0,0,1,1,1,174574,High,5,6,Teknisi/Analis Madya,"['machine learning', 'deep learning', 'cloud']",3,S3
7800,Machine Learning Engineer,MNC,E-commerce,India,Onsite,Entry,7,Master,0,0,1,0,0,122014,Low,4,5,Teknisi/Analis Muda,['machine learning'],1,S2
7801,Data Analyst,Enterprise,Education,UK,Remote,Entry,2,Master,0,0,1,0,0,69708,High,8,5,Teknisi/Analis Muda,['machine learning'],1,S2
7802,Data Analyst,Medium,Retail,UK,Onsite,Senior,9,Master,0,1,1,1,0,127390,High,9,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning']",3,S2
7803,Data Engineer,MNC,Finance,Singapore,Hybrid,Senior,12,Master,0,0,0,1,0,138183,Medium,3,7,Ahli Pertama / Perdana,['deep learning'],1,S2
7804,Business Analyst,Enterprise,Retail,Australia,Hybrid,Entry,8,Master,0,0,0,0,0,47149,High,8,5,Teknisi/Analis Muda,[],0,S2
7805,Business Analyst,Medium,E-commerce,Australia,Hybrid,Entry,12,Bachelor,0,1,0,0,1,55631,High,9,5,Teknisi/Analis Muda,"['sql', 'cloud']",2,S1
7806,Data Scientist,Enterprise,Retail,India,Onsite,Entry,0,Bachelor,1,0,0,0,0,54771,Low,6,5,Teknisi/Analis Muda,['python'],1,S1
7807,Machine Learning Engineer,MNC,Healthcare,Australia,Onsite,Mid,0,Master,1,1,0,1,0,153006,Low,6,6,Teknisi/Analis Madya,"['python', 'sql', 'deep learning']",3,S2
7808,Business Analyst,MNC,Technology,UK,Onsite,Entry,0,Master,0,1,0,1,0,86754,High,8,5,Teknisi/Analis Muda,"['sql', 'deep learning']",2,S2
7809,Business Analyst,MNC,Healthcare,USA,Onsite,Mid,9,Bachelor,0,0,1,1,1,130921,High,5,6,Teknisi/Analis Madya,"['machine learning', 'deep learning', 'cloud']",3,S1
7810,Data Scientist,Startup,Finance,Singapore,Onsite,Mid,1,PhD,0,0,1,1,0,103039,High,7,6,Teknisi/Analis Madya,"['machine learning', 'deep learning']",2,S3
7811,Machine Learning Engineer,Enterprise,Technology,Germany,Hybrid,Entry,9,PhD,0,0,1,0,0,103183,High,8,5,Teknisi/Analis Muda,['machine learning'],1,S3
7812,Data Engineer,Medium,Finance,Canada,Onsite,Mid,8,PhD,1,0,0,0,0,79865,Medium,3,6,Teknisi/Analis Madya,['python'],1,S3
7813,AI Engineer,Medium,Education,Singapore,Remote,Senior,8,PhD,0,1,0,1,1,160345,High,9,7,Ahli Pertama / Perdana,"['sql', 'deep learning', 'cloud']",3,S3
7814,Data Analyst,Startup,Retail,Germany,Onsite,Entry,9,Master,1,1,1,1,1,93162,High,8,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S2
7815,Business Analyst,Enterprise,Technology,Singapore,Onsite,Senior,2,Master,0,1,1,1,1,139817,High,7,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S2
7816,Data Analyst,Medium,Healthcare,Germany,Remote,Mid,4,Bachelor,1,1,0,0,1,81427,High,9,6,Teknisi/Analis Madya,"['python', 'sql', 'cloud']",3,S1
7817,Data Engineer,Startup,Technology,Australia,Hybrid,Senior,0,PhD,1,1,0,1,1,127823,Low,2,7,Ahli Pertama / Perdana,"['python', 'sql', 'deep learning', 'cloud']",4,S3
7818,Data Scientist,Medium,Retail,Singapore,Hybrid,Mid,3,Bachelor,1,1,1,1,1,116247,High,6,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S1
7819,Data Engineer,Startup,Finance,Singapore,Remote,Senior,10,Master,1,0,0,1,1,126076,High,7,7,Ahli Pertama / Perdana,"['python', 'deep learning', 'cloud']",3,S2
7820,Data Analyst,Startup,Healthcare,Singapore,Hybrid,Senior,4,Bachelor,0,1,1,1,1,135009,High,6,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S1
7821,Business Analyst,Startup,E-commerce,UK,Hybrid,Entry,9,Master,1,1,0,1,1,70678,High,9,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning', 'cloud']",4,S2
7822,Data Analyst,Startup,Retail,Canada,Remote,Entry,12,Master,0,1,0,1,0,68228,Medium,1,5,Teknisi/Analis Muda,"['sql', 'deep learning']",2,S2
7823,AI Engineer,Enterprise,Healthcare,USA,Remote,Mid,6,Bachelor,0,1,0,0,0,118860,Low,3,6,Teknisi/Analis Madya,['sql'],1,S1
7824,Business Analyst,Enterprise,Technology,Singapore,Onsite,Senior,2,Master,1,0,0,0,1,110222,Low,6,7,Ahli Pertama / Perdana,"['python', 'cloud']",2,S2
7825,Business Analyst,MNC,E-commerce,USA,Hybrid,Senior,2,Master,0,0,0,0,1,127631,High,9,7,Ahli Pertama / Perdana,['cloud'],1,S2
7826,Machine Learning Engineer,Medium,Technology,USA,Remote,Entry,3,Master,1,1,0,0,0,93643,Low,1,5,Teknisi/Analis Muda,"['python', 'sql']",2,S2
7827,AI Engineer,Startup,Education,Singapore,Remote,Senior,12,Master,1,1,1,1,1,184182,High,9,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S2
7828,Data Engineer,Medium,Healthcare,Germany,Onsite,Entry,2,PhD,1,1,1,0,1,73582,Low,4,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S3
7829,AI Engineer,Enterprise,Healthcare,USA,Onsite,Senior,5,Master,1,0,0,0,1,153757,High,9,7,Ahli Pertama / Perdana,"['python', 'cloud']",2,S2
7830,Business Analyst,Medium,E-commerce,India,Onsite,Entry,10,Master,0,0,0,0,0,54556,High,9,5,Teknisi/Analis Muda,[],0,S2
7831,Machine Learning Engineer,Startup,Healthcare,USA,Remote,Mid,1,Master,0,1,1,1,1,153816,High,2,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S2
7832,AI Engineer,Medium,Healthcare,Canada,Onsite,Mid,6,Bachelor,1,1,0,0,0,118570,Low,3,6,Teknisi/Analis Madya,"['python', 'sql']",2,S1
7833,Business Analyst,Medium,E-commerce,Germany,Remote,Senior,0,Master,1,0,1,1,1,141647,High,7,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'deep learning', 'cloud']",4,S2
7834,Machine Learning Engineer,Enterprise,Retail,Germany,Hybrid,Entry,8,Bachelor,0,0,1,0,0,101978,Medium,1,5,Teknisi/Analis Muda,['machine learning'],1,S1
7835,Business Analyst,Medium,Finance,Australia,Onsite,Entry,9,Bachelor,1,1,0,0,0,46333,Medium,4,5,Teknisi/Analis Muda,"['python', 'sql']",2,S1
7836,Machine Learning Engineer,Medium,Finance,Germany,Onsite,Senior,12,Master,1,1,1,1,0,174782,High,4,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning']",4,S2
7837,AI Engineer,Startup,Healthcare,Australia,Hybrid,Mid,9,PhD,0,1,1,1,1,152233,High,3,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S3
7838,Data Scientist,Medium,Finance,Germany,Remote,Senior,6,PhD,1,0,0,0,0,99451,Low,4,7,Ahli Pertama / Perdana,['python'],1,S3
7839,Data Analyst,Medium,Finance,India,Hybrid,Senior,2,Master,1,1,1,1,0,126512,High,9,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning']",4,S2
7840,Data Engineer,Enterprise,Healthcare,USA,Onsite,Senior,14,PhD,1,0,0,1,0,117827,High,7,7,Ahli Pertama / Perdana,"['python', 'deep learning']",2,S3
7841,Business Analyst,MNC,Education,UK,Onsite,Entry,11,Master,0,1,1,1,1,113464,High,6,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S2
7842,Data Analyst,Medium,Healthcare,Australia,Hybrid,Entry,5,Master,1,1,1,0,1,77597,Low,3,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'cloud']",4,S2
7843,Data Analyst,MNC,Healthcare,Canada,Hybrid,Entry,5,Master,1,1,1,0,0,88681,Low,4,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning']",3,S2
7844,Data Engineer,MNC,E-commerce,Australia,Remote,Entry,13,Master,0,0,1,0,0,81168,Medium,6,5,Teknisi/Analis Muda,['machine learning'],1,S2
7845,Business Analyst,Medium,Healthcare,Australia,Hybrid,Senior,0,Master,0,1,0,0,0,101473,High,8,7,Ahli Pertama / Perdana,['sql'],1,S2
7846,Data Engineer,Startup,Finance,UK,Remote,Mid,6,Bachelor,0,0,0,1,0,92932,High,7,6,Teknisi/Analis Madya,['deep learning'],1,S1
7847,Data Scientist,Enterprise,Retail,India,Onsite,Senior,8,Bachelor,0,1,1,0,1,125509,High,7,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'cloud']",3,S1
7848,Data Engineer,Medium,Education,USA,Onsite,Mid,3,Bachelor,0,1,0,1,0,91884,Low,3,6,Teknisi/Analis Madya,"['sql', 'deep learning']",2,S1
7849,Machine Learning Engineer,Startup,Retail,India,Remote,Senior,8,Bachelor,1,1,1,1,1,175591,High,7,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S1
7850,AI Engineer,Startup,Healthcare,USA,Onsite,Mid,14,Bachelor,1,0,1,0,0,130448,Medium,3,6,Teknisi/Analis Madya,"['python', 'machine learning']",2,S1
7851,AI Engineer,Startup,E-commerce,India,Remote,Entry,5,PhD,1,1,1,1,0,117552,High,9,5,Teknisi/Analis Muda,"['python', 'sql', 'machine learning', 'deep learning']",4,S3
7852,Data Analyst,MNC,Finance,Germany,Remote,Senior,10,Master,0,1,1,1,1,158791,High,3,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S2
7853,Data Scientist,Enterprise,E-commerce,Canada,Remote,Mid,7,Master,1,0,1,1,1,117463,High,9,6,Teknisi/Analis Madya,"['python', 'machine learning', 'deep learning', 'cloud']",4,S2
7854,Data Scientist,Startup,Education,USA,Hybrid,Senior,10,Master,1,1,0,1,0,118663,Medium,5,7,Ahli Pertama / Perdana,"['python', 'sql', 'deep learning']",3,S2
7855,Machine Learning Engineer,MNC,Healthcare,Germany,Hybrid,Senior,14,Bachelor,1,1,1,0,1,189527,Medium,2,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'cloud']",4,S1
7856,Data Analyst,Startup,E-commerce,UK,Hybrid,Mid,3,Master,0,0,1,1,0,102185,High,6,6,Teknisi/Analis Madya,"['machine learning', 'deep learning']",2,S2
7857,Machine Learning Engineer,Startup,Retail,Singapore,Hybrid,Entry,9,Bachelor,1,1,0,1,1,114142,High,9,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning', 'cloud']",4,S1
7858,Data Analyst,MNC,E-commerce,Singapore,Hybrid,Mid,8,PhD,1,0,1,1,1,138175,High,5,6,Teknisi/Analis Madya,"['python', 'machine learning', 'deep learning', 'cloud']",4,S3
7859,Machine Learning Engineer,Medium,Healthcare,Germany,Onsite,Mid,4,Master,0,1,1,0,0,125820,Low,4,6,Teknisi/Analis Madya,"['sql', 'machine learning']",2,S2
7860,AI Engineer,MNC,Education,Germany,Hybrid,Senior,8,Bachelor,1,1,1,1,0,186013,High,9,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning']",4,S1
7861,Business Analyst,Startup,Finance,Australia,Remote,Senior,14,Master,1,0,1,0,0,115207,Medium,6,7,Ahli Pertama / Perdana,"['python', 'machine learning']",2,S2
7862,Data Scientist,Medium,Retail,USA,Hybrid,Senior,5,PhD,1,0,0,1,0,114364,High,9,7,Ahli Pertama / Perdana,"['python', 'deep learning']",2,S3
7863,Machine Learning Engineer,Medium,Technology,Singapore,Onsite,Entry,13,Master,1,1,0,1,0,109161,Medium,1,5,Teknisi/Analis Muda,"['python', 'sql', 'deep learning']",3,S2
7864,Data Engineer,MNC,Retail,Australia,Remote,Mid,3,PhD,1,0,1,0,1,119390,Low,5,6,Teknisi/Analis Madya,"['python', 'machine learning', 'cloud']",3,S3
7865,AI Engineer,Enterprise,Retail,Australia,Remote,Senior,5,Master,0,0,0,1,0,152905,Low,4,7,Ahli Pertama / Perdana,['deep learning'],1,S2
7866,Data Scientist,Startup,Technology,India,Remote,Senior,10,Bachelor,0,1,0,1,1,125999,High,7,7,Ahli Pertama / Perdana,"['sql', 'deep learning', 'cloud']",3,S1
7867,Data Engineer,Medium,Healthcare,UK,Remote,Senior,7,PhD,0,0,0,0,1,105995,Low,2,7,Ahli Pertama / Perdana,['cloud'],1,S3
7868,Data Engineer,Enterprise,Technology,Germany,Remote,Senior,12,Bachelor,1,0,1,1,0,128517,High,6,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'deep learning']",3,S1
7869,Business Analyst,Medium,Technology,India,Onsite,Senior,10,Bachelor,1,0,1,0,0,114081,High,7,7,Ahli Pertama / Perdana,"['python', 'machine learning']",2,S1
7870,Business Analyst,Enterprise,Healthcare,Germany,Onsite,Entry,1,Master,1,0,0,0,0,52069,High,8,5,Teknisi/Analis Muda,['python'],1,S2
7871,AI Engineer,Medium,Technology,Singapore,Hybrid,Senior,8,Bachelor,1,0,0,1,1,163011,High,9,7,Ahli Pertama / Perdana,"['python', 'deep learning', 'cloud']",3,S1
7872,Machine Learning Engineer,MNC,Healthcare,USA,Hybrid,Mid,5,Bachelor,1,1,0,1,1,155411,Low,2,6,Teknisi/Analis Madya,"['python', 'sql', 'deep learning', 'cloud']",4,S1
7873,Data Analyst,Enterprise,Education,Germany,Onsite,Senior,4,Bachelor,0,0,1,1,0,131263,High,7,7,Ahli Pertama / Perdana,"['machine learning', 'deep learning']",2,S1
7874,AI Engineer,Startup,Technology,UK,Hybrid,Mid,4,Master,0,1,1,1,1,152446,High,3,6,Teknisi/Analis Madya,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S2
7875,Business Analyst,Medium,Finance,Canada,Onsite,Mid,13,Bachelor,1,1,1,1,1,117321,High,3,6,Teknisi/Analis Madya,"['python', 'sql', 'machine learning', 'deep learning', 'cloud']",5,S1
7876,Machine Learning Engineer,MNC,Education,Australia,Onsite,Senior,13,Master,1,1,1,0,1,185009,High,8,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'cloud']",4,S2
7877,Data Engineer,Enterprise,E-commerce,Singapore,Onsite,Mid,3,PhD,0,1,0,1,0,94861,Low,3,6,Teknisi/Analis Madya,"['sql', 'deep learning']",2,S3
7878,Data Engineer,Medium,E-commerce,Australia,Hybrid,Entry,7,Master,0,1,0,1,1,70512,High,7,5,Teknisi/Analis Muda,"['sql', 'deep learning', 'cloud']",3,S2
7879,AI Engineer,Enterprise,Finance,UK,Hybrid,Senior,8,Bachelor,1,1,1,1,0,165535,High,2,7,Ahli Pertama / Perdana,"['python', 'sql', 'machine learning', 'deep learning']",4,S1
7880,Machine Learning Engineer,Startup,Healthcare,Singapore,Remote,Mid,12,Master,0,0,0,1,1,137389,Medium,2,6,Teknisi/Analis Madya,"['deep learning', 'cloud']",2,S2
7881,Data Engineer,Startup,Healthcare,Singapore,Hybrid,Senior,5,Bachelor,0,1,0,0,1,112838,High,9,7,Ahli Pertama / Perdana,"['sql', 'cloud']",2,S1
7882,Data Engineer,Startup,Education,UK,Hybrid,Entry,0,Bachelor,0,0,1,1,1,90786,High,5,5,Teknisi/Analis Muda,"['machine learning', 'deep learning', 'cloud']",3,S1
7883,Data Analyst,Medium,Finance,India,Onsite,Mid,2,Master,1,0,0,0,1,84334,High,7,6,Teknisi/Analis Madya,"['python', 'cloud']",2,S2
7884,Machine Learning Engineer,Startup,Retail,USA,Hybrid,Entry,4,Bachelor,0,1,1,1,1,131650,High,7,5,Teknisi/Analis Muda,"['sql', 'machine learning', 'deep learning', 'cloud']",4,S1
7885,Business Analyst,Enterprise,Technology,Australia,Hybrid,Entry,6,Master,0,0,0,0,0,52798,Low,6,5,Teknisi/Analis Muda,[],0,S2
7886,Data Scientist,Startup,Retail,Germany,Hybrid,Entry,6,Master,0,1,1,0,0,63356,Low,2,5,Teknisi/Analis Muda,"['sql', 'machine learning']",2,S2
7887,Machine Learning Engineer,Startup,Education,India,Hybrid,Senior,14,Master,0,0,1,1,0,174927,High,1,7,Ahli Pertama / Perdana,"['machine learning', 'deep learning']",2,S2
7888,Data Engineer,Enterprise,Retail,India,Onsite,Senior,7,Bachelor,0,1,0,0,1,111876,Low,4,7,Ahli Pertama / Perdana,"['sql', 'cloud']",2,S1
7889,Business Analyst,Enterprise,Technology,Singapore,Onsite,Senior,9,Master,0,1,1,0,1,124748,Medium,6,7,Ahli Pertama / Perdana,"['sql', 'machine learning', 'cloud']",3,S2
7890,Business Analyst,Medium,Technology,Australia,Hybrid,Senior,14,Master,1,0,1,0,1,129204,High,7,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'cloud']",3,S2
7891,Data Scientist,MNC,Retail,Canada,Onsite,Mid,14,Bachelor,0,0,1,0,1,115794,High,9,6,Teknisi/Analis Madya,"['machine learning', 'cloud']",2,S1
7892,Data Analyst,Medium,E-commerce,UK,Hybrid,Mid,9,Bachelor,0,0,0,0,1,84242,Medium,3,6,Teknisi/Analis Madya,['cloud'],1,S1
7893,AI Engineer,MNC,Technology,Germany,Hybrid,Entry,8,PhD,1,0,1,1,1,154494,High,5,5,Teknisi/Analis Muda,"['python', 'machine learning', 'deep learning', 'cloud']",4,S3
7894,Business Analyst,Startup,Retail,Canada,Onsite,Entry,9,Bachelor,0,0,0,1,0,64931,Medium,2,5,Teknisi/Analis Muda,['deep learning'],1,S1
7895,Business Analyst,MNC,Finance,USA,Remote,Senior,12,Master,1,0,1,0,1,146082,Medium,2,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'cloud']",3,S2
7896,AI Engineer,Startup,E-commerce,Germany,Hybrid,Senior,7,Bachelor,1,0,1,1,0,174120,High,7,7,Ahli Pertama / Perdana,"['python', 'machine learning', 'deep learning']",3,S1
7897,Business Analyst,Medium,E-commerce,India,Onsite,Entry,3,Master,0,0,1,1,0,83625,High,1,5,Teknisi/Analis Muda,"['machine learning', 'deep learning']",2,S2
7898,Data Scientist,Startup,Healthcare,Germany,Remote,Senior,8,Bachelor,0,1,0,0,1,108403,High,7,7,Ahli Pertama / Perdana,"['sql', 'cloud']",2,S1
